title,make,model,year,condition,transmission,price
Honda CR-V 2000 Black,Honda,CR-V,2000,local used,automatic,"₦ 2,650,000"
Honda Ridgeline 2008 Silver,Honda,Ridgeline,2008,local used,automatic,"₦ 4,850,000"
Toyota RAV4 Limited V6 4x4 2007 Green,Toyota,RAV4 Limited,2007,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz CLA-Class CLA 200 d 4MATIC Sedan 2016 White,Mercedes-Benz,CLA-Class CLA,2016,foreign used,automatic,"₦ 21,000,000"
New Cadillac Escalade 2025 Black,New,Cadillac Escalade,2025,brand new,automatic,"₦ 219,000,000"
Honda Accord Sedan EX 2004 Red,Honda,Accord Sedan,2004,local used,automatic,"₦ 3,300,000"
Toyota Camry 2.4 LE 2008 Silver,Toyota,Camry 2,2008,local used,automatic,"₦ 6,800,000"
Toyota Highlander Sport 2009 Gray,Toyota,Highlander Sport,2009,local used,automatic,"₦ 9,900,000"
Toyota RAV4 2010 Black,Toyota,RAV4,2010,foreign used,automatic,"₦ 14,000,000"
Toyota Corolla 2009 Gold,Toyota,Corolla,2009,foreign used,automatic,"₦ 10,300,000"
Toyota Camry 2019 Blue,Toyota,Camry,2019,foreign used,automatic,"₦ 23,500,000"
Toyota Corolla XLE 4dr Sedan (1.8L 4cyl 4A) 2009 Black,Toyota,Corolla XLE,2009,foreign used,automatic,"₦ 10,500,000"
Hyundai Sonata GLS Sedan FWD (2.4L 4cyl 6A) 2013 White,Hyundai,Sonata GLS,2013,local used,automatic,"₦ 10,000,000"
Lexus RX 2017 Blue,Lexus,RX,2017,local used,automatic,"₦ 28,500,000"
Toyota Highlander V6 4x4 2005 Green,Toyota,Highlander V6,2005,local used,automatic,"₦ 6,000,000"
Lexus ES 2013 Gray,Lexus,ES,2013,local used,automatic,"₦ 13,250,000"
Toyota Highlander 2013 White,Toyota,Highlander,2013,foreign used,automatic,"₦ 17,900,000"
Lexus RX 2019 Black,Lexus,RX,2019,foreign used,automatic,"₦ 38,000,000"
Honda Pilot EX-L 4x2 (3.5L 6cyl 5A) 2008 Burgundy,Honda,Pilot EX-L,2008,local used,automatic,"₦ 7,600,000"
Mercedes-Benz GLA 250 2016 Black,Mercedes-Benz,GLA 250,2016,foreign used,automatic,"₦ 24,800,000"
Lexus IS 250 2008 Black,Lexus,IS 250,2008,foreign used,automatic,"₦ 11,600,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 38,000,000"
Mazda CX-7 2007 White,Mazda,CX-7,2007,local used,automatic,"₦ 3,890,000"
Honda Civic 2008 Silver,Honda,Civic,2008,local used,automatic,"₦ 3,850,999"
Toyota Matrix 2007 Silver,Toyota,Matrix,2007,local used,automatic,"₦ 7,000,000"
Lexus IS 250 2008 White,Lexus,IS 250,2008,local used,automatic,"₦ 7,150,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,foreign used,automatic,"₦ 9,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014 White,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 29,000,000"
Toyota Highlander 2015 Red,Toyota,Highlander,2015,local used,automatic,"₦ 17,000,000"
Hyundai Tucson 2017 Black,Hyundai,Tucson,2017,foreign used,automatic,"₦ 17,950,000"
Mercedes-Benz GLK-Class 2014 Silver,Mercedes-Benz,GLK-Class,2014,local used,automatic,"₦ 10,900,000"
Honda Accord 2020,Honda,Accord,2020,foreign used,automatic,"₦ 22,000,000"
Toyota Hilux 2025 Black,Toyota,Hilux,2025,foreign used,automatic,"₦ 72,000,000"
Toyota Camry XSE 2023 White,Toyota,Camry XSE,2023,foreign used,automatic,"₦ 45,000,000"
Land Rover Range Rover Vogue 2018 Black,Land,Rover Range,2018,local used,automatic,"₦ 35,000,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Gray,Toyota,Camry SE,2012,foreign used,automatic,"₦ 15,000,000"
Ford F-150 FX2 4dr SuperCab 6.5 ft. SB (5.0L 8cyl 6A) 2014 Black,Ford,F-150 FX2,2014,foreign used,automatic,"₦ 21,500,000"
Volkswagen Passat 2013,Volkswagen,Passat,2013,local used,automatic,"₦ 9,500,000"
Mercedes-Benz E350 2021,Mercedes-Benz,E350,2021,foreign used,automatic,"₦ 75,500,000"
Hyundai Sonata 2019 Red,Hyundai,Sonata,2019,local used,automatic,"₦ 13,500,000"
Land Rover Range Rover Velar 2018 Gray,Land,Rover Range,2018,local used,automatic,"₦ 27,000,000"
Lexus ES 350 2009 Silver,Lexus,ES 350,2009,foreign used,automatic,"₦ 9,300,000"
Lexus RX 2006 Silver,Lexus,RX,2006,local used,automatic,"₦ 6,900,000"
Lexus ES 2013 Gray,Lexus,ES,2013,local used,automatic,"₦ 14,500,000"
Toyota 4-Runner 2012 Black,Toyota,4-Runner,2012,local used,automatic,"₦ 21,000,000"
Honda Pilot EX-L 4dr SUV 4WD (3.5L 6cyl 5A) 2016 Blue,Honda,Pilot EX-L,2016,foreign used,automatic,"₦ 24,000,000"
Toyota Camry 2.4 GLi Automatic 2006 Silver,Toyota,Camry 2,2006,local used,automatic,"₦ 3,700,000"
Lexus RX 2015 Gray,Lexus,RX,2015,foreign used,automatic,"₦ 23,500,000"
Lexus RX 2022 Blue,Lexus,RX,2022,foreign used,automatic,"₦ 78,000,000"
Toyota Corolla 2009 Red,Toyota,Corolla,2009,local used,automatic,"₦ 6,200,000"
Ford Edge 2007,Ford,Edge,2007,local used,automatic,"₦ 3,800,000"
Lexus GX 460 Luxury 2015 Burgundy,Lexus,GX 460,2015,foreign used,automatic,"₦ 31,500,000"
Honda Accord 2006 Silver,Honda,Accord,2006,local used,automatic,"₦ 2,800,000"
Toyota Venza V6 AWD 2010 Brown,Toyota,Venza V6,2010,foreign used,automatic,"₦ 15,500,000"
Toyota Corolla 2009 White,Toyota,Corolla,2009,foreign used,automatic,"₦ 9,700,000"
Lexus IS 250 2008 White,Lexus,IS 250,2008,foreign used,automatic,"₦ 11,300,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2011 Gray,Toyota,Camry LE,2011,local used,automatic,"₦ 6,500,000"
Lexus ES 350 2011 Black,Lexus,ES 350,2011,local used,automatic,"₦ 11,000,000"
Honda Accord Crosstour 2011 Silver,Honda,Accord Crosstour,2011,local used,automatic,"₦ 4,950,000"
Toyota Camry 2006 Green,Toyota,Camry,2006,local used,automatic,"₦ 4,500,000"
Toyota Corolla 2019 Silver,Toyota,Corolla,2019,foreign used,automatic,"₦ 21,000,000"
Mercedes-Benz C300 2009 White,Mercedes-Benz,C300,2009,local used,automatic,"₦ 6,500,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,"₦ 4,150,000"
Lexus RX 2016 Black,Lexus,RX,2016,foreign used,automatic,"₦ 34,500,000"
Lexus RX 2010 Gray,Lexus,RX,2010,foreign used,automatic,"₦ 18,000,000"
Toyota Camry 2017 White,Toyota,Camry,2017,foreign used,automatic,"₦ 15,500,000"
Toyota Camry 2017 Gray,Toyota,Camry,2017,local used,automatic,"₦ 14,500,000"
Toyota Camry 2014 Red,Toyota,Camry,2014,foreign used,automatic,"₦ 12,800,000"
Lexus RX 350 2007 White,Lexus,RX 350,2007,foreign used,automatic,"₦ 13,500,000"
Toyota Camry 2008 Blue,Toyota,Camry,2008,local used,automatic,"₦ 4,800,000"
Toyota RAV4 2015 Black,Toyota,RAV4,2015,foreign used,automatic,"₦ 22,500,000"
Toyota Highlander 2020 Gray,Toyota,Highlander,2020,foreign used,automatic,"₦ 38,500,000"
Ford F-150 SuperCrew 2008 Red,Ford,F-150 SuperCrew,2008,local used,automatic,"₦ 8,000,000"
Toyota Corolla 2005 Black,Toyota,Corolla,2005,local used,automatic,"₦ 4,000,000"
Lexus RX 350 F Sport AWD 2016 Black,Lexus,RX 350,2016,foreign used,automatic,"₦ 48,000,000"
Toyota Corolla SE 2020 Black,Toyota,Corolla SE,2020,foreign used,automatic,"₦ 27,500,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr 4x2 (3.5L 6cyl 7A) 2015 Gray,Mercedes-Benz,GLK-Class Base,2015,foreign used,automatic,"₦ 25,000,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6A) 2012 White,Toyota,Camry SE,2012,foreign used,automatic,"₦ 14,800,000"
Toyota C-HR XLE FWD 2020 White,Toyota,C-HR XLE,2020,local used,automatic,"₦ 17,000,000"
Honda CR-V 2008 Green,Honda,CR-V,2008,local used,automatic,"₦ 4,950,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Gray,Hyundai,Sonata Limited,2015,foreign used,automatic,"₦ 14,500,000"
Toyota Corolla 2013 Silver,Toyota,Corolla,2013,foreign used,automatic,"₦ 11,700,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Silver,Toyota,Camry LE,2010,local used,automatic,"₦ 7,500,000"
Toyota Camry XSE FWD 2020 White,Toyota,Camry XSE,2020,foreign used,automatic,"₦ 35,000,000"
Toyota RAV4 2010 Brown,Toyota,RAV4,2010,foreign used,automatic,"₦ 11,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 White,Toyota,Camry SE,2012,foreign used,automatic,"₦ 11,700,000"
Toyota Highlander 2013 Gray,Toyota,Highlander,2013,foreign used,automatic,"₦ 17,200,000"
Lexus RX 2010 White,Lexus,RX,2010,foreign used,automatic,"₦ 17,200,000"
Toyota Matrix 2006 Brown,Toyota,Matrix,2006,local used,automatic,"₦ 5,600,000"
Mercedes-Benz E350 2010 Silver,Mercedes-Benz,E350,2010,local used,automatic,"₦ 10,000,000"
Acura MDX 2004 Silver,Acura,MDX,2004,local used,automatic,"₦ 2,980,000"
Lexus RX 350 FWD 2017 White,Lexus,RX 350,2017,local used,automatic,"₦ 33,500,000"
Lexus RX 2013,Lexus,RX,2013,foreign used,automatic,"₦ 23,500,000"
Lexus RX 330 2006 Ivory,Lexus,RX 330,2006,local used,automatic,"₦ 5,750,000"
Toyota Highlander 2006 Black,Toyota,Highlander,2006,foreign used,automatic,"₦ 12,850,000"
Hyundai Sonata Limited w/Brown Leather PZEV 4dr Sedan (2.4L 4cyl 6A),,,,foreign used,automatic,"₦ 16,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2012 Gray,Mercedes-Benz,GLK-Class 350,2012,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 56,000,000"
Toyota Hilux 2.0 VVT-i 2009 White,Toyota,Hilux 2,2009,local used,manual,"₦ 9,000,000"
Lexus RX 2006 Black,Lexus,RX,2006,local used,automatic,"₦ 4,500,000"
Toyota Sienna LE 8 Passenger 2010 Blue,Toyota,Sienna LE,2010,local used,automatic,"₦ 10,500,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2016 White,Toyota,Corolla S,2016,local used,automatic,"₦ 11,500,000"
Toyota Yaris 2003 Green,Toyota,Yaris,2003,foreign used,manual,"₦ 4,700,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Red,Acura,MDX SUV,2008,local used,automatic,"₦ 5,300,000"
Toyota RAV4 2015 Black,Toyota,RAV4,2015,local used,automatic,"₦ 13,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Black,Toyota,Camry LE,2009,local used,automatic,"₦ 5,500,000"
Lexus RX 350 AWD 2014 Silver,Lexus,RX 350,2014,foreign used,automatic,"₦ 22,500,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2017 Silver,Toyota,Highlander Limited,2017,foreign used,automatic,"₦ 29,000,000"
Toyota Camry 2021 White,Toyota,Camry,2021,foreign used,automatic,"₦ 30,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Black,Toyota,Corolla LE,2009,local used,automatic,"₦ 5,550,000"
New Toyota Crown Limited AWD 2024 Blue,New,Toyota Crown,2024,brand new,automatic,"₦ 135,000,000"
Toyota Corolla LE 2005 Silver,Toyota,Corolla LE,2005,foreign used,automatic,"₦ 8,250,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Gray,Toyota,Corolla LE,2012,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz GLE-Class GLE 350 2018 White,Mercedes-Benz,GLE-Class GLE,2018,local used,automatic,"₦ 37,000,000"
Mercedes-Benz GL-Class GL 450 2010 White,Mercedes-Benz,GL-Class GL,2010,foreign used,automatic,"₦ 11,000,000"
Toyota Highlander 2021 Black,Toyota,Highlander,2021,local used,automatic,"₦ 37,000,000"
Peugeot 307 2007 Blue,Peugeot,307,2007,local used,manual,"₦ 3,200,000"
Toyota Avalon 2003 Silver,Toyota,Avalon,2003,local used,automatic,"₦ 2,900,000"
Infiniti FX35 2005 Gray,Infiniti,FX35,2005,local used,automatic,"₦ 3,200,000"
Daihatsu Terios 1.5 2008 Gray,Daihatsu,Terios 1,2008,foreign used,automatic,"₦ 5,500,000"
Toyota RAV4 LE 4dr SUV AWD (2.5L 4cyl 6A) 2015 White,Toyota,RAV4 LE,2015,local used,automatic,"₦ 13,500,000"
Toyota Land Cruiser 4.0 V6 DLX 2013 Black,Toyota,Land Cruiser,2013,local used,automatic,"₦ 36,000,000"
Lexus RX 330 2005 Black,Lexus,RX 330,2005,foreign used,automatic,"₦ 10,500,000"
Honda Accord 2015 Matt Black,Honda,Accord,2015,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz GLE-Class 2018 Blue,Mercedes-Benz,GLE-Class,2018,foreign used,automatic,"₦ 35,000,000"
Lexus GX 2016 White,Lexus,GX,2016,foreign used,automatic,"₦ 42,000,000"
Mercedes-Benz Sprinter 2013 Black,Mercedes-Benz,Sprinter,2013,local used,automatic,"₦ 20,000,000"
Toyota Camry 2013,Toyota,Camry,2013,local used,automatic,"₦ 7,900,000"
Lexus IS 2008 Red,Lexus,IS,2008,local used,automatic,"₦ 6,200,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2016 Black,Toyota,Camry LE,2016,local used,automatic,"₦ 10,350,000"
Toyota Camry 2017 Black,Toyota,Camry,2017,foreign used,automatic,"₦ 19,500,000"
Land Rover Range Rover Vogue 2018 Silver,Land,Rover Range,2018,foreign used,automatic,"₦ 82,000,000"
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 Gold,Toyota,Highlander Limited,2016,foreign used,automatic,"₦ 29,500,000"
Nissan Navara 2010 Black,Nissan,Navara,2010,local used,manual,"₦ 7,000,000"
Toyota Highlander 2008 Black,Toyota,Highlander,2008,local used,automatic,"₦ 7,850,000"
Toyota Highlander 2012 Black,Toyota,Highlander,2012,local used,automatic,"₦ 7,000,000"
Honda Pilot 2012 Gray,Honda,Pilot,2012,local used,automatic,"₦ 7,800,000"
Acura MDX Sport 4dr AWD (3.7L 6cyl 5A) 2008 Silver,Acura,MDX Sport,2008,local used,automatic,"₦ 5,900,000"
Lexus RX 350 2008 Gray,Lexus,RX 350,2008,foreign used,automatic,"₦ 12,500,000"
Mercedes-Benz E350 2014 Black,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 19,500,000"
Toyota Camry XLE FWD (2.5L 4cyl 8AM) 2018 Silver,Toyota,Camry XLE,2018,foreign used,automatic,"₦ 26,500,000"
Mercedes-Benz GLE-Class GLE 350 2017 Blue,Mercedes-Benz,GLE-Class GLE,2017,local used,automatic,"₦ 28,000,000"
Toyota Corolla Verso 2006 Gray,Toyota,Corolla Verso,2006,foreign used,manual,"₦ 7,800,000"
Hyundai Tucson Eco AWD 2017 Black,Hyundai,Tucson Eco,2017,foreign used,automatic,"₦ 17,000,000"
New Denza N9 2025 Brown,New,Denza N9,2025,brand new,automatic,"₦ 170,000,000"
Ford Focus 1.6 Ambiente 2005 Silver,Ford,Focus 1,2005,local used,manual,"₦ 1,750,000"
Mercedes-Benz M Class 2014 Silver,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 25,500,000"
Lexus ES 350 FWD 2015 Gray,Lexus,ES 350,2015,foreign used,automatic,"₦ 19,000,000"
New Toyota Grand Highlander 2024 White,New,Toyota Grand,2024,brand new,automatic,"₦ 155,000,000"
New Lexus TX 2025 Black,New,Lexus TX,2025,brand new,automatic,"₦ 139,000,000"
New Toyota Land Cruiser 2024 White,New,Toyota Land,2024,brand new,automatic,"₦ 140,000,000"
Lexus GX 460 2010 Maroon,Lexus,GX 460,2010,foreign used,automatic,"₦ 32,000,000"
Volkswagen Golf 2002 Silver,Volkswagen,Golf,2002,foreign used,automatic,"₦ 6,500,000"
Acura MDX 2009 Black,Acura,MDX,2009,local used,automatic,"₦ 4,900,000"
Toyota Venza 2010 Silver,Toyota,Venza,2010,local used,automatic,"₦ 9,200,000"
Toyota Hilux 2013 White,Toyota,Hilux,2013,local used,manual,"₦ 16,500,000"
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 Silver,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 23,800,000"
Lexus ES 2015 Silver,Lexus,ES,2015,foreign used,automatic,"₦ 20,000,000"
Toyota Land Cruiser Prado 2.7 i 2011 Black,Toyota,Land Cruiser,2011,local used,automatic,"₦ 31,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Silver,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 21,900,000"
Toyota Sienna 2012 Burgundy,Toyota,Sienna,2012,foreign used,automatic,"₦ 14,750,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Gold,Toyota,Camry LE,2012,foreign used,automatic,"₦ 11,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Gold,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 12,800,000"
Mercedes-Benz GLE-Class 2019,Mercedes-Benz,GLE-Class,2019,foreign used,automatic,"₦ 50,000,000"
Toyota Corolla 2016 Black,Toyota,Corolla,2016,local used,automatic,"₦ 12,000,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,local used,automatic,"₦ 4,800,000"
JAC T6 2015 White,JAC,T6,2015,foreign used,automatic,"₦ 12,500,000"
Lexus RX 2009 White,Lexus,RX,2009,local used,automatic,"₦ 11,950,000"
Toyota Corolla LE 2006 Silver,Toyota,Corolla LE,2006,local used,automatic,"₦ 5,850,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Black,Toyota,Corolla LE,2009,local used,automatic,"₦ 8,800,000"
Honda City 2008 Black,Honda,City,2008,local used,automatic,"₦ 3,000,000"
Porsche Cayenne Platinum Edition AWD 2017 White,Porsche,Cayenne Platinum,2017,foreign used,automatic,"₦ 45,000,000"
Lexus IS 250 2015 Gray,Lexus,IS 250,2015,foreign used,automatic,"₦ 19,000,000"
Lexus GX 2016 Black,Lexus,GX,2016,foreign used,automatic,"₦ 31,000,000"
New Jetour T2 i-DM 2025 Gray,New,Jetour T2,2025,brand new,automatic,"₦ 92,000,000"
Lexus RX 2014 Red,Lexus,RX,2014,foreign used,automatic,"₦ 22,000,000"
Hyundai Santa Fe 2014 Silver,Hyundai,Santa Fe,2014,foreign used,automatic,"₦ 13,965,000"
Toyota Camry 2010 Green,Toyota,Camry,2010,foreign used,automatic,"₦ 9,350,000"
Peugeot 206 1.4 2005 Green,Peugeot,206 1,2005,foreign used,manual,"₦ 3,450,000"
Toyota Corolla 2001 Silver,Toyota,Corolla,2001,local used,automatic,"₦ 2,850,000"
New Toyota Sequoia TRD PRO 4WD 2025 Black,New,Toyota Sequoia,2025,brand new,automatic,"₦ 265,000,000"
Lexus IS 2008 Red,Lexus,IS,2008,local used,automatic,"₦ 6,800,000"
Kia Cadenza 2014 Gold,Kia,Cadenza,2014,local used,automatic,"₦ 5,700,000"
Mercedes-Benz E200 2015 Black,Mercedes-Benz,E200,2015,local used,automatic,"₦ 11,800,000"
Mercedes-Benz M Class ML400 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,"₦ 22,800,000"
Hyundai Elantra GLS Sedan FWD (1.8L 4cyl 6A) 2013 Red,Hyundai,Elantra GLS,2013,local used,automatic,"₦ 6,500,000"
Honda CR-V Special Edition 2022 Gray,Honda,CR-V Special,2022,foreign used,automatic,"₦ 31,000,000"
Lexus ES 350 2008 Blue,Lexus,ES 350,2008,local used,automatic,"₦ 6,500,000"
Honda Accord 2015 Black,Honda,Accord,2015,foreign used,automatic,"₦ 13,000,000"
Toyota Sienna 2007 Silver,Toyota,Sienna,2007,local used,automatic,"₦ 6,300,000"
Lexus NX 2021 Gray,Lexus,NX,2021,foreign used,automatic,"₦ 35,000,000"
Lexus RX 350 AWD 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 28,000,000"
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,local used,automatic,"₦ 6,698,999"
Toyota Tacoma 2007 Red,Toyota,Tacoma,2007,foreign used,automatic,"₦ 16,500,000"
Toyota Sienna LE 8 Passenger 2011 Black,Toyota,Sienna LE,2011,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz GLC-Class 2021 Silver,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 33,000,000"
Lexus RX 2018 Black,Lexus,RX,2018,foreign used,automatic,"₦ 33,500,000"
Kia Optima 2015 Brown,Kia,Optima,2015,foreign used,automatic,"₦ 13,000,000"
Lexus RX 2014 White,Lexus,RX,2014,foreign used,automatic,"₦ 22,000,000"
Honda Civic 2008 Black,Honda,Civic,2008,local used,automatic,"₦ 4,000,000"
Hyundai Sonata SE 2016 Silver,Hyundai,Sonata SE,2016,foreign used,automatic,"₦ 15,000,000"
Lexus IS 300 AWD 2016 Gray,Lexus,IS 300,2016,foreign used,automatic,"₦ 19,000,000"
Lexus RX 2017 White,Lexus,RX,2017,foreign used,automatic,"₦ 37,500,000"
Lexus RX 2021 White,Lexus,RX,2021,foreign used,automatic,"₦ 39,500,000"
Toyota Highlander Limited Platinum 4dr SUV (3.5L 6cyl 6A) 2015 Gold,Toyota,Highlander Limited,2015,foreign used,automatic,"₦ 32,000,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,"₦ 6,000,000"
Mercedes-Benz C300 2023 Black,Mercedes-Benz,C300,2023,foreign used,automatic,"₦ 48,000,000"
Toyota Tundra 2023 Black,Toyota,Tundra,2023,foreign used,automatic,"₦ 110,000,000"
Ford Explorer Platinum 4dr SUV AWD (3.5L 6cyl Turbo 6A) 2016 Gray,Ford,Explorer Platinum,2016,foreign used,automatic,"₦ 23,000,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,local used,automatic,"₦ 9,500,000"
Mercedes-Benz GLK-Class 2010 Gray,Mercedes-Benz,GLK-Class,2010,local used,automatic,"₦ 8,300,000"
Toyota RAV4 LE AWD 2019 Silver,Toyota,RAV4 LE,2019,foreign used,automatic,"₦ 34,000,000"
Mercedes-Benz V-Class 2002 Blue,Mercedes-Benz,V-Class,2002,foreign used,manual,"₦ 8,800,000"
Chevrolet Silverado 2020 Silver,Chevrolet,Silverado,2020,foreign used,automatic,"₦ 95,000,000"
Toyota Camry 2012 Gray,Toyota,Camry,2012,local used,automatic,"₦ 9,750,000"
Lexus RX 350 AWD 2013 Gray,Lexus,RX 350,2013,foreign used,automatic,"₦ 27,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 White,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 22,500,000"
Toyota Camry XSE 2022 Red,Toyota,Camry XSE,2022,foreign used,automatic,"₦ 38,500,000"
Honda Accord EX-L 4dr Sedan w/Navigation (2.4L 4cyl CVT) 2014 Gray,Honda,Accord EX-L,2014,foreign used,automatic,"₦ 12,000,000"
Hyundai Santa Fe Limited AWD 2025 Black,Hyundai,Santa Fe,2025,foreign used,automatic,"₦ 68,000,000"
Toyota Highlander XLE 2025 Black,Toyota,Highlander XLE,2025,foreign used,automatic,"₦ 79,000,000"
Mercedes-Benz GLS-Class 2024 Black,Mercedes-Benz,GLS-Class,2024,foreign used,automatic,"₦ 199,000,000"
Lexus GX 460 Luxury 2015 Gray,Lexus,GX 460,2015,foreign used,automatic,"₦ 31,500,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry LE,2018,local used,automatic,"₦ 18,500,000"
Lexus IS 250 2009 Silver,Lexus,IS 250,2009,local used,automatic,"₦ 7,500,000"
Nissan Almera Tino 2004 Silver,Nissan,Almera Tino,2004,foreign used,manual,"₦ 7,200,000"
Toyota Corolla 2008 Blue,Toyota,Corolla,2008,local used,automatic,"₦ 6,500,000"
Hyundai Elantra 2013 Black,Hyundai,Elantra,2013,foreign used,automatic,"₦ 11,800,000"
Toyota Corolla 2015 Red,Toyota,Corolla,2015,foreign used,automatic,"₦ 15,000,000"
Cadillac Escalade 2011 White,Cadillac,Escalade,2011,local used,automatic,"₦ 18,200,000"
Ford Explorer 2012 White,Ford,Explorer,2012,local used,automatic,"₦ 7,500,000"
Honda CR-V 2020 Black,Honda,CR-V,2020,foreign used,automatic,"₦ 35,000,000"
Toyota Land Cruiser 2015 Black,Toyota,Land Cruiser,2015,local used,automatic,"₦ 55,000,000"
Mercedes-Benz C300 Base AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Gold,Mercedes-Benz,C300 Base,2015,foreign used,automatic,"₦ 17,998,999"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2011 Blue,Toyota,Camry LE,2011,local used,automatic,"₦ 7,500,000"
Honda Civic 1999,Honda,Civic,1999,local used,automatic,"₦ 2,200,000"
Toyota Tacoma TRD Sport 2022 White,Toyota,Tacoma TRD,2022,foreign used,automatic,"₦ 48,500,000"
Toyota Camry XSE 4dr Sedan (2.5L 4cyl 6A) 2015 Blue,Toyota,Camry XSE,2015,foreign used,automatic,"₦ 18,000,000"
Lexus RX 2010 Black,Lexus,RX,2010,foreign used,automatic,"₦ 17,300,000"
